Id,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,LotFrontage,LotArea,MasVnrArea,CentralAir,Heating,Electrical,Foundation,Exterior1st,Exterior2nd,RoofStyle,SaleCondition,MoSold,YrSold,SalePrice
88,Downtown,Duplex,7.0,,1983,1990,1003.6099982289742,2289.4595742282795,3.0,0.0,1.0,1.0,8.0,1.0,1.0,273.0855129769202,59.3608095439783,7235.89283289511,55.37028915513697,Y,Radiant,SBrkr,Slab,Stucco,Stucco,Metal,Abnorml,5.0,2022.0,162836.68378543164
89,Delta,Townhouse,8.0,6.0,1908,1969,1032.3481053626658,1656.779572516699,1.0,1.0,4.0,2.0,4.0,1.0,3.0,386.5887340304927,108.2240824156716,10116.362274031793,0.0,Y,Gas,FuseP,Slab,Stucco,Stucco,TorchOn,Partial,6.0,2020.0,168180.40300605868
90,NewWest,Duplex,5.0,3.0,2008,1987,1212.1219886560266,1905.0504869393285,1.0,1.0,2.0,1.0,8.0,0.0,2.0,249.75861780976635,,10241.90160161635,0.0,Y,Electric,FuseP,Stone,Wood,Wood,Asphalt,Normal,10.0,2022.0,153423.36783915892
91,Langley,BasementSuite,4.0,5.0,1946,1982,870.516554033934,910.0515690919326,3.0,0.0,3.0,0.0,11.0,0.0,3.0,488.8868627594046,48.5477613130771,10926.587081648306,110.29900839329126,Y,Electric,SBrkr,Slab,Brick,Brick,Metal,AdjLand,10.0,2023.0,20000.0
92,Langley,Detached,6.0,3.0,1936,1984,1127.143225270866,1784.968105810041,2.0,1.0,2.0,1.0,5.0,0.0,2.0,62.13865743402005,29.119796633216446,13937.628645877603,80.59833747994134,Y,Electric,Mix,Stone,Wood,Wood,TorchOn,Normal,3.0,2021.0,164414.49519412886
93,NorthVan,Duplex,6.0,3.0,1946,2008,1078.0294512841178,1783.1092568531933,3.0,1.0,5.0,1.0,,2.0,1.0,657.696322372478,,12193.16387133047,207.3782126868089,Y,Gas,FuseP,BrkTil,Stucco,Stucco,Cedar,Abnorml,5.0,2019.0,114304.4895811365
94,Burnaby,Townhouse,4.0,4.0,1943,1965,1388.4589731089116,1629.029964447643,2.0,1.0,3.0,0.0,2.0,1.0,2.0,749.2478994598624,80.8905410280674,5359.674556167191,24.60466885598636,Y,HeatPump,Mix,BrkTil,Stucco,Stucco,Cedar,Normal,8.0,2020.0,126753.8768527587
95,Langley,Detached,6.0,6.0,1965,1944,836.0399816467742,1936.2716269206294,3.0,1.0,3.0,2.0,7.0,1.0,4.0,574.7692140200891,44.831699164581266,8177.9198660285765,49.715552167511355,Y,Electric,Mix,PConc,Vinyl,Vinyl,Asphalt,Abnorml,10.0,2020.0,135330.99503983252
96,NewWest,Condo,7.0,5.0,1944,2010,350.02383315288887,1582.5684667333949,2.0,1.0,2.0,1.0,8.0,2.0,1.0,523.5144259017633,56.08504934572401,10143.770977862923,0.0,Y,Radiant,FuseP,PConc,Stucco,Stucco,Metal,Abnorml,3.0,2022.0,162723.0667033245
97,Delta,Townhouse,7.0,9.0,1960,2006,941.2777779500635,1333.8473585441884,2.0,1.0,3.0,2.0,9.0,1.0,1.0,480.0057444896964,,11662.453528571776,111.89212051297241,Y,Electric,FuseA,PConc,Wood,Wood,TorchOn,Normal,11.0,2022.0,141366.7343392429
98,Burnaby,Duplex,7.0,7.0,1923,2003,1189.0501079536616,1441.725706935406,3.0,1.0,3.0,1.0,2.0,1.0,2.0,458.55517711964296,108.51588422181084,12820.30764403618,77.47373347487407,N,Radiant,SBrkr,Slab,Wood,Wood,Asphalt,Normal,9.0,2021.0,188973.01255306805
99,Langley,Townhouse,6.0,7.0,1962,1967,1387.4376100060829,1457.0849011217422,3.0,2.0,3.0,1.0,9.0,0.0,2.0,410.32549034046065,69.66955493116583,9541.715796091812,165.316999204105,Y,Electric,Mix,PConc,Brick,Brick,Metal,AdjLand,3.0,2021.0,211664.7698707481
100,Delta,Duplex,5.0,6.0,2012,2005,807.5049490298646,,2.0,1.0,4.0,0.0,7.0,2.0,2.0,308.41836737780545,64.8130128558165,11023.328218379416,0.0,Y,Radiant,FuseA,Stone,Vinyl,Vinyl,Metal,Normal,7.0,2020.0,226885.68307130225
101,Richmond,Condo,5.0,5.0,1956,1957,1239.7349508750115,1316.3803089657665,2.0,1.0,1.0,0.0,7.0,0.0,3.0,282.352151869232,100.06041640018373,9487.40550320432,11.43949541871578,Y,Electric,Mix,BrkTil,Stucco,Stucco,TorchOn,AdjLand,7.0,2022.0,144453.9217284065
102,Downtown,Townhouse,4.0,7.0,1988,1982,1447.3040279663114,1295.1494872622657,2.0,1.0,4.0,1.0,8.0,0.0,3.0,541.7123154260167,81.10177314702896,12680.948074939728,0.0,Y,Radiant,FuseA,CBlock,Stucco,Stucco,Asphalt,Normal,4.0,2021.0,162339.2509725937
103,Richmond,BasementSuite,9.0,1.0,1932,2027,1312.9377320869214,1819.5615573196533,2.0,0.0,2.0,1.0,6.0,2.0,2.0,556.7589039757934,,7247.3234959946985,68.65401660386082,Y,HeatPump,SBrkr,PConc,Stucco,Stucco,TorchOn,Abnorml,8.0,2017.0,134516.3317646889
104,Langley,BasementSuite,6.0,4.0,1987,2004,773.2777137939881,1524.0314574748254,2.0,0.0,4.0,1.0,5.0,1.0,3.0,312.9357970667379,,6339.314770005312,173.52180370381865,Y,HeatPump,Mix,Stone,Vinyl,Vinyl,Asphalt,Partial,5.0,2020.0,205165.67283243948
105,Burnaby,BasementSuite,6.0,3.0,2004,1988,810.8707688069211,920.078629335229,2.0,1.0,3.0,1.0,10.0,0.0,3.0,336.3841037798783,70.9608908103322,13412.536807565972,96.97705420226015,Y,Gas,FuseP,Stone,Wood,Wood,Asphalt,Abnorml,3.0,2022.0,174179.6546487891
106,Delta,BasementSuite,5.0,2.0,2012,1986,1202.2512073861258,1781.4941381837727,1.0,1.0,1.0,2.0,3.0,1.0,2.0,317.5303146790318,74.36995984631761,6606.029594732157,25.785491484321724,Y,Gas,FuseA,PConc,Vinyl,Vinyl,Cedar,Normal,10.0,2021.0,108232.10727308034
107,Downtown,Townhouse,10.0,4.0,1976,1962,1618.8691092437848,1047.595356932905,4.0,0.0,3.0,1.0,9.0,0.0,0.0,302.5831545153943,65.59915058719051,8755.506507325137,152.61901687781548,Y,HeatPump,SBrkr,PConc,Wood,Wood,Asphalt,Abnorml,3.0,2020.0,150079.98603493077
108,Richmond,Detached,4.0,3.0,1990,2030,1054.9578057838476,2442.8072370886666,0.0,1.0,2.0,2.0,9.0,2.0,2.0,342.5798561200297,,9306.554955172365,231.77231123244934,Y,HeatPump,Mix,CBlock,Vinyl,Vinyl,TorchOn,Normal,4.0,2017.0,264281.5725966237
109,Surrey,Duplex,5.0,,1931,2015,992.1352982346491,994.920531857045,1.0,1.0,4.0,1.0,5.0,0.0,1.0,294.0926891487346,82.09596272686751,9303.043366928932,177.31529726120016,Y,Electric,FuseF,Stone,Vinyl,Vinyl,Metal,Normal,11.0,2022.0,119428.25421995259
110,Richmond,BasementSuite,7.0,5.0,1958,2009,570.6338872104793,2463.2379615333502,3.0,1.0,3.0,1.0,2.0,0.0,3.0,555.044868863942,120.07838206275264,10256.921980892486,105.137963157372,Y,Electric,FuseF,Slab,Stucco,Stucco,Asphalt,Partial,4.0,2024.0,101922.21685899822
111,Langley,BasementSuite,7.0,2.0,1945,1987,922.4995920615298,1728.195467035009,4.0,1.0,2.0,1.0,6.0,1.0,,573.4308461667943,104.45620622681972,8947.048529816086,0.0,Y,Electric,FuseF,CBlock,Wood,Wood,Metal,AdjLand,12.0,2024.0,190024.18252527824
112,Surrey,Townhouse,7.0,5.0,1979,1980,799.6666461287742,1288.6370563379846,1.0,1.0,2.0,0.0,6.0,1.0,2.0,15.277932961018337,25.7404442082604,6141.616982432076,226.57193793689686,Y,HeatPump,FuseA,CBlock,Vinyl,Vinyl,TorchOn,AdjLand,9.0,2020.0,112124.43904867685
113,NewWest,Detached,9.0,3.0,1954,1971,1059.5197809640183,1108.3474258103088,2.0,1.0,4.0,2.0,4.0,1.0,3.0,695.1919495054059,38.40124671005009,12614.343085753346,62.58385602704453,Y,Gas,FuseF,CBlock,Brick,Brick,Cedar,Abnorml,4.0,2021.0,104006.84792352072
114,NewWest,Townhouse,7.0,5.0,1990,2025,520.5116024726913,1795.5725400753818,2.0,1.0,3.0,1.0,2.0,2.0,3.0,323.8584998929264,58.79453291215641,12106.375509027639,215.76385630492643,Y,Electric,FuseA,CBlock,Vinyl,Vinyl,TorchOn,Normal,8.0,2022.0,
115,Surrey,Condo,4.0,6.0,2044,1944,934.9933409622017,1317.539938913592,2.0,1.0,2.0,1.0,5.0,2.0,3.0,17.939923881156176,65.5397984505562,9929.826533278048,36.07918273743314,N,Electric,SBrkr,Slab,Brick,Brick,Cedar,Abnorml,10.0,2021.0,117328.09784356656
116,Langley,Detached,6.0,4.0,1988,2004,696.8729789835847,1134.030177405688,2.0,2.0,5.0,1.0,3.0,3.0,2.0,662.3973272290632,89.59496911640703,10433.347722436029,156.33613212564643,N,Radiant,FuseP,PConc,Vinyl,Vinyl,Cedar,AdjLand,11.0,2021.0,209761.07332983936
117,Delta,Duplex,6.0,5.0,2012,1950,1379.080257043597,1187.5513849726028,3.0,1.0,3.0,1.0,5.0,1.0,1.0,502.31038370896033,58.88926201076986,13184.848937212468,41.45484164070109,Y,Electric,FuseA,Slab,Vinyl,Vinyl,TorchOn,Normal,8.0,2018.0,101274.28464148576
118,Delta,Townhouse,9.0,6.0,1934,1984,749.289674743231,1487.4958235504225,2.0,1.0,3.0,1.0,6.0,1.0,1.0,534.7162758723111,,11364.475851304189,88.30142299406451,Y,Gas,FuseF,BrkTil,Stucco,Stucco,Asphalt,Abnorml,7.0,2020.0,108407.63469863348
119,Burnaby,Townhouse,4.0,5.0,1967,1989,849.67776682259,1536.6880561355126,2.0,1.0,2.0,2.0,7.0,0.0,1.0,555.3412892960739,89.88278724188278,10104.988136429356,181.53931264130313,N,Radiant,FuseA,Stone,Stucco,Stucco,Asphalt,Partial,6.0,2021.0,212632.25996642638
120,Coquitlam,Detached,8.0,4.0,1976,1958,1148.744284084113,2105.126073412738,4.0,2.0,2.0,1.0,6.0,0.0,3.0,614.4899721462939,86.90293773183592,16315.709218178352,0.0,Y,Gas,FuseF,Stone,Wood,Wood,Cedar,Abnorml,6.0,2024.0,75903.77018468556
121,Burnaby,Townhouse,6.0,5.0,1971,1968,891.1995478736264,1381.1432830198664,2.0,1.0,4.0,1.0,8.0,0.0,2.0,477.28889132066524,113.48860005100047,8822.141466888705,0.0,Y,HeatPump,FuseF,Slab,Vinyl,Vinyl,Cedar,AdjLand,12.0,2024.0,130566.59904465589
122,Richmond,Detached,7.0,5.0,2025,2008,1875.8084178702134,1786.0581335807442,2.0,1.0,2.0,1.0,3.0,0.0,2.0,608.1850824124433,77.62069263382368,6148.602465422746,19.744014791436953,Y,Radiant,SBrkr,CBlock,Brick,Brick,Metal,Abnorml,3.0,2019.0,143224.92232169092
123,NewWest,Duplex,6.0,5.0,1947,2026,1375.680305047798,,2.0,1.0,3.0,1.0,7.0,2.0,1.0,718.6692072104971,,10701.69504993797,41.850597997018355,N,Electric,FuseP,PConc,Brick,Brick,Metal,Partial,9.0,2019.0,254084.34069583233
124,NewWest,Townhouse,5.0,5.0,1979,1997,1056.0223024099764,1041.8011837954261,1.0,1.0,4.0,1.0,6.0,0.0,4.0,,93.45555186619285,7355.98684165253,116.29501160521744,Y,Radiant,FuseA,Stone,Brick,Brick,Metal,AdjLand,3.0,2024.0,219738.2465092623
125,Richmond,Townhouse,7.0,3.0,1897,1972,1178.8354849064517,1143.7109858526019,2.0,1.0,4.0,2.0,8.0,2.0,2.0,435.2560746658003,90.95905562885264,10749.6692204162,287.7319057835133,Y,Electric,FuseF,Slab,Wood,Wood,Asphalt,Partial,10.0,2023.0,215042.4309000806
126,NewWest,Detached,7.0,5.0,1982,1965,225.60188432754478,400.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,438.18955842769174,123.05958895367412,11377.853270076474,125.19173151334519,Y,HeatPump,FuseF,Slab,Stucco,Stucco,Metal,Partial,6.0,2020.0,204952.74318758593
127,NorthVan,Townhouse,7.0,5.0,1985,1971,1481.1038107986735,1512.0862438403044,2.0,1.0,2.0,1.0,8.0,0.0,2.0,293.88797357548697,37.932013305992264,12211.896337864273,214.87318252960762,Y,Electric,SBrkr,BrkTil,Brick,Brick,Metal,AdjLand,6.0,2021.0,229659.79051693907
128,Richmond,BasementSuite,6.0,5.0,1968,1989,1229.1638344185094,1284.634114911949,2.0,0.0,1.0,1.0,6.0,0.0,1.0,453.6143023011727,125.23773339925457,11331.10944612928,94.29916750276124,Y,Radiant,FuseA,PConc,Stucco,Stucco,TorchOn,Abnorml,7.0,2019.0,145522.3202062911
129,Richmond,Condo,5.0,5.0,1981,1996,1024.3947619754022,1386.4422654879036,2.0,1.0,5.0,0.0,5.0,1.0,1.0,659.2132173804804,33.07275919587333,11078.224534621511,121.58705903830266,Y,Electric,FuseA,Stone,Wood,Wood,TorchOn,Abnorml,10.0,2019.0,90078.40975979256
130,NorthVan,Detached,4.0,4.0,1953,2020,1248.0473889640473,1222.6175977072153,2.0,1.0,4.0,1.0,3.0,0.0,2.0,263.9946527750426,94.03880261554494,12339.822780858243,234.6923476001587,Y,Radiant,FuseF,Slab,Wood,Wood,Asphalt,Abnorml,9.0,2019.0,190805.0031661379
131,Richmond,Detached,7.0,4.0,1933,1988,1290.7472353449823,1522.5563869749558,3.0,1.0,4.0,1.0,4.0,0.0,2.0,600.0346591692847,,12508.666371930462,162.52637594107046,Y,Gas,FuseA,CBlock,Vinyl,Vinyl,Cedar,AdjLand,7.0,2021.0,253828.14364914037
132,Coquitlam,BasementSuite,7.0,4.0,1940,1973,904.2696189323128,2183.931038380101,1.0,0.0,1.0,1.0,6.0,2.0,3.0,310.9637955143208,49.95255889625109,,112.32857531157637,N,Radiant,FuseF,BrkTil,Stucco,Stucco,Cedar,Partial,4.0,2020.0,226169.75964517292
133,Delta,Condo,5.0,7.0,1944,1961,1183.0567144066129,1826.2367819101682,2.0,0.0,3.0,1.0,6.0,1.0,2.0,524.9262234927232,41.473281053242545,12967.41269565581,152.24259875286378,Y,HeatPump,FuseF,Slab,Vinyl,Vinyl,Asphalt,Partial,4.0,2018.0,213820.28955767365
134,Downtown,Detached,5.0,4.0,1931,1984,1417.0535895203452,,4.0,2.0,3.0,1.0,7.0,0.0,2.0,,94.00566361016554,13637.717544102616,23.006155904357854,Y,HeatPump,FuseP,Slab,Brick,Brick,TorchOn,Normal,7.0,2020.0,163710.0424050568
135,Coquitlam,Condo,5.0,5.0,1930,1948,1209.2142101207753,2236.074997655223,1.0,1.0,3.0,1.0,8.0,1.0,2.0,578.6851834477761,66.06445261511985,7223.1028524356625,140.88480062314218,Y,Electric,SBrkr,Stone,Brick,Brick,Metal,Partial,4.0,2021.0,178620.59088378254
136,Richmond,Duplex,4.0,3.0,1945,1974,961.5879044669314,2728.656257042606,4.0,1.0,2.0,0.0,9.0,2.0,2.0,592.5737728818508,51.05258375785017,13901.009024265204,60.64616964247825,Y,Radiant,FuseP,Slab,Stucco,Stucco,Cedar,Partial,5.0,2022.0,205428.90079512057
137,Coquitlam,Condo,5.0,6.0,1959,1958,1153.8277665802534,1482.336254114452,2.0,2.0,2.0,1.0,7.0,1.0,2.0,692.0067024551248,80.71574216507499,13429.169874613046,131.59076608987542,Y,Radiant,FuseP,Slab,Brick,Brick,Cedar,Partial,1.0,2021.0,161927.4127645115
138,Surrey,Duplex,4.0,4.0,1973,1983,1533.783672267922,1450.0243863607507,2.0,1.0,3.0,0.0,3.0,1.0,2.0,365.917339035552,102.97025707401207,11036.528131796835,5.959304461854245,Y,Radiant,SBrkr,CBlock,Vinyl,Vinyl,TorchOn,Normal,7.0,2019.0,215337.90694136245
139,Richmond,Duplex,5.0,4.0,1933,2001,1324.3915793554079,1914.7944557476808,2.0,1.0,3.0,2.0,4.0,2.0,2.0,776.7789180847733,47.203766012099265,15682.718496675225,39.82222975062836,Y,HeatPump,SBrkr,PConc,Wood,Wood,TorchOn,Partial,6.0,2022.0,138973.18997843313
140,NewWest,Townhouse,5.0,5.0,1941,1999,642.9264960047851,1828.8056907146158,1.0,1.0,3.0,1.0,4.0,0.0,1.0,116.77982901472694,62.253039312936046,11431.289112146758,166.50929672076472,Y,Radiant,FuseP,PConc,Vinyl,Vinyl,Asphalt,Normal,4.0,2019.0,163994.1984188154
141,Langley,Detached,4.0,1.0,1951,2007,1255.3393349743476,1288.815686775056,1.0,2.0,2.0,0.0,2.0,0.0,2.0,807.5731458235118,74.53638276982424,8671.526176753217,134.14163788571648,Y,Electric,FuseF,BrkTil,Stucco,Stucco,Cedar,Normal,3.0,2021.0,111390.45758080692
142,Langley,Detached,9.0,3.0,1983,1966,1208.9552668171495,1246.452190362641,3.0,1.0,3.0,1.0,10.0,1.0,3.0,457.24261742805925,,9828.178303845396,120.81952596645044,Y,Radiant,FuseA,Stone,Vinyl,Vinyl,TorchOn,Abnorml,5.0,2020.0,167919.20965414602
143,Surrey,Condo,8.0,6.0,1934,2025,1457.4397332990495,1278.7675542181664,2.0,1.0,2.0,1.0,2.0,1.0,3.0,930.5335708074889,64.15109772050172,7675.553748569555,58.55252696597144,Y,Radiant,FuseA,Slab,Vinyl,Vinyl,Cedar,AdjLand,5.0,2023.0,184372.41153880692
144,Delta,Townhouse,5.0,,1954,2006,1061.4868295254303,2128.273798581001,1.0,1.0,4.0,1.0,3.0,2.0,2.0,655.2682919449793,78.3888987457623,15755.666544016181,221.97016311210493,Y,HeatPump,SBrkr,BrkTil,Brick,Brick,TorchOn,AdjLand,9.0,2019.0,183494.94817178597
145,Surrey,Detached,6.0,6.0,1999,2005,920.7308980104601,1325.0973009353947,3.0,1.0,2.0,1.0,4.0,0.0,1.0,686.5342500672191,68.8824316699445,10168.815773604487,156.51862837706173,Y,Electric,Mix,CBlock,Stucco,Stucco,Metal,Normal,7.0,2018.0,176809.4474389951
146,Downtown,BasementSuite,7.0,5.0,1946,2018,571.1423149400703,1498.9116637987559,2.0,1.0,4.0,1.0,8.0,1.0,1.0,527.5858839231594,91.50276730497151,14149.296655712162,211.76440095679692,Y,Electric,FuseA,PConc,Vinyl,Vinyl,Cedar,Normal,5.0,2023.0,234056.0537822109
147,Burnaby,Duplex,8.0,9.0,1932,1994,806.8919575530493,1995.620389053505,2.0,1.0,1.0,1.0,7.0,1.0,2.0,480.3004151687291,118.58930651533957,11441.76064495664,92.91738141167815,N,HeatPump,Mix,Slab,Wood,Wood,TorchOn,AdjLand,8.0,2020.0,205053.2561683693
148,Burnaby,BasementSuite,5.0,6.0,1967,1987,1472.780949413303,2132.9639020092973,4.0,1.0,3.0,0.0,3.0,0.0,0.0,625.3950830032419,42.906592501429934,13258.331204809561,69.18645516951341,Y,Gas,FuseA,Stone,Vinyl,Vinyl,Metal,Normal,2.0,2021.0,230233.47660497492
149,Coquitlam,BasementSuite,8.0,3.0,1945,2023,1119.284770344713,1047.0793995334798,1.0,1.0,3.0,0.0,4.0,1.0,1.0,239.41670207984004,68.65555413421168,8435.120701432887,62.978873822762516,Y,Electric,SBrkr,Stone,Brick,Brick,Cedar,Normal,6.0,2021.0,144461.33838163683
150,NewWest,Condo,5.0,7.0,1887,1969,1015.0742653005583,883.8173052202591,1.0,0.0,4.0,1.0,6.0,2.0,1.0,505.90880512076546,88.9475749082361,13090.940343288228,41.52410226342579,N,Radiant,SBrkr,Stone,Vinyl,Vinyl,TorchOn,Normal,6.0,2019.0,275181.61217681284
151,Surrey,BasementSuite,4.0,4.0,1975,1984,1503.4683239073945,1669.1388402988864,2.0,2.0,2.0,1.0,3.0,0.0,2.0,715.9056071053644,82.67336572710819,8360.225220127997,9.154511836067115,Y,HeatPump,FuseA,BrkTil,Wood,Wood,Cedar,Partial,9.0,2022.0,166260.98954662797
152,Downtown,Duplex,7.0,4.0,1996,2018,1431.3608635710948,1548.7714621724033,2.0,1.0,,1.0,7.0,1.0,3.0,342.4643199390191,,7308.304535901114,239.2365752446469,N,Gas,SBrkr,PConc,Stucco,Stucco,Metal,Partial,9.0,2021.0,94850.28682982936
153,NewWest,Condo,8.0,3.0,1969,1984,,1881.0948120036437,2.0,1.0,3.0,1.0,2.0,1.0,1.0,742.1708097954868,,9319.028671925567,228.38299214901306,Y,Radiant,FuseF,CBlock,Stucco,Stucco,TorchOn,AdjLand,6.0,2021.0,156582.84918877043
154,Downtown,Townhouse,10.0,4.0,2001,1975,1470.348716769217,782.4714310908182,1.0,2.0,2.0,1.0,8.0,0.0,1.0,824.0275702628488,89.21008439307579,17917.67747848501,0.0,Y,Radiant,FuseF,PConc,Wood,Wood,Metal,Abnorml,6.0,2021.0,257036.71159872942
155,Delta,Townhouse,4.0,3.0,1989,1966,469.496639262302,1333.8216273112253,1.0,1.0,2.0,1.0,7.0,1.0,2.0,29.59721218463625,50.59622370977277,,0.0,Y,Gas,FuseP,PConc,Wood,Wood,Metal,Normal,7.0,2018.0,151806.7631071083
156,Richmond,BasementSuite,7.0,6.0,1944,1995,1210.840729665148,1606.183482118308,3.0,1.0,3.0,0.0,7.0,1.0,1.0,318.1324846131816,67.00714447275296,9648.972154848692,283.17453421512494,Y,Gas,FuseF,Stone,Vinyl,Vinyl,Metal,Partial,4.0,2021.0,212611.57268245186
157,Surrey,Duplex,5.0,5.0,2031,1979,1169.4579390878534,1011.5426609427689,2.0,1.0,4.0,1.0,5.0,1.0,2.0,544.2179284569273,70.40871204737003,9992.589909687742,11.273776515077401,Y,HeatPump,FuseP,PConc,Wood,Wood,Metal,Normal,3.0,2022.0,236199.12493547212
158,Burnaby,Detached,7.0,3.0,-9223372036854775808,2002,1452.4236694234594,1746.4386302658527,2.0,2.0,3.0,1.0,9.0,1.0,0.0,471.4759780738857,71.29152835552567,12158.34473861901,17.20884706925021,Y,Gas,SBrkr,PConc,Brick,Brick,Metal,AdjLand,7.0,2020.0,130562.66763285967
159,Burnaby,Duplex,4.0,5.0,1982,2031,1183.3540866859273,2102.958164977041,2.0,1.0,2.0,0.0,3.0,1.0,2.0,259.6410435375707,56.44905131046487,12983.836892373241,137.6201131944373,Y,Radiant,Mix,BrkTil,Vinyl,Vinyl,Cedar,Partial,11.0,2022.0,157868.90396505804
160,Langley,Detached,4.0,6.0,1940,2016,964.4039304189464,1020.4364904565081,3.0,2.0,3.0,1.0,3.0,2.0,2.0,435.31259155787046,69.29605146617722,14124.795957604098,0.0,Y,HeatPump,FuseA,PConc,Stucco,Stucco,Metal,Normal,6.0,2017.0,192105.77057700243
161,Coquitlam,BasementSuite,5.0,7.0,1923,1931,992.0530406324716,1897.94347383035,1.0,,2.0,1.0,11.0,0.0,3.0,695.5398955332016,45.9857865100775,8352.482692709673,103.0871719600216,Y,Gas,FuseP,CBlock,Wood,Wood,Cedar,AdjLand,8.0,2022.0,192894.16797972235
162,NewWest,Townhouse,6.0,,1937,2007,1992.63714536015,1443.3689275358138,4.0,0.0,2.0,1.0,6.0,0.0,3.0,750.3792660781753,81.42099030234911,12704.466227045346,110.13862726804902,Y,Gas,FuseP,PConc,Brick,Brick,Cedar,Normal,5.0,2021.0,92916.59269042053
163,Langley,Detached,5.0,4.0,1997,2009,1078.924156793559,1194.3789677075456,2.0,0.0,3.0,1.0,8.0,2.0,1.0,737.17717930774,75.41062476940422,11843.832892065806,216.6786314606698,Y,HeatPump,FuseA,Stone,Wood,Wood,Asphalt,AdjLand,3.0,2023.0,140219.03769444668
164,Delta,Detached,7.0,3.0,2021,1982,1258.9764921816438,1271.5489391582096,1.0,1.0,2.0,1.0,4.0,2.0,1.0,307.38169406032137,82.78780224587352,13098.111206343532,124.75397979532384,N,Gas,FuseA,Slab,Vinyl,Vinyl,TorchOn,Partial,7.0,2019.0,245820.05308055715
165,Coquitlam,Detached,8.0,6.0,1978,-9223372036854775808,342.59338401206765,1957.582273747607,1.0,1.0,3.0,1.0,5.0,1.0,2.0,602.1457313491246,58.88749322237409,7128.898816830526,150.36973331292376,Y,Radiant,SBrkr,BrkTil,Stucco,Stucco,TorchOn,Abnorml,4.0,2021.0,149565.19742736372
166,Surrey,BasementSuite,7.0,3.0,1972,1997,760.4250856458616,1288.2855835040275,1.0,1.0,4.0,1.0,10.0,0.0,3.0,688.7358631274226,,9836.856577720682,129.35285074950963,Y,Gas,FuseA,PConc,Wood,Wood,Metal,Partial,3.0,2022.0,173453.13647098283
167,Downtown,Detached,8.0,7.0,1999,1941,1231.5688156208937,1307.8326028154195,1.0,0.0,2.0,1.0,7.0,0.0,2.0,598.0570669947424,,3565.563962899033,74.53249737439319,Y,Gas,FuseP,PConc,Stucco,Stucco,Metal,Normal,7.0,2023.0,200924.82785752483
168,Langley,Condo,7.0,7.0,2011,1993,484.9171167675132,2010.8379722705863,2.0,0.0,4.0,1.0,7.0,1.0,0.0,679.4238584762982,88.45081712686172,18583.011818365936,192.6564802683524,N,Radiant,FuseF,PConc,Wood,Wood,TorchOn,Abnorml,7.0,2019.0,226433.95291507166
169,NorthVan,BasementSuite,4.0,6.0,1926,1983,1242.2895917835378,1898.1478169222623,3.0,0.0,2.0,,6.0,2.0,1.0,583.598412783253,,12092.875492777062,24.120950692780326,Y,Radiant,SBrkr,Stone,Wood,Wood,Metal,Partial,10.0,2024.0,191872.0058438012
170,Langley,BasementSuite,8.0,4.0,2018,1974,796.2061259537926,1270.2782110543856,0.0,1.0,1.0,1.0,4.0,2.0,2.0,403.99118211134487,,7216.675262376196,122.51655463726375,Y,HeatPump,Mix,Stone,Vinyl,Vinyl,TorchOn,AdjLand,9.0,2018.0,173391.0721556906
171,Coquitlam,Condo,5.0,4.0,1958,1999,688.1520415155835,2427.810423266434,3.0,1.0,4.0,1.0,8.0,0.0,3.0,355.57725627830723,58.18468334434927,10913.081753621458,292.41707888022665,Y,HeatPump,SBrkr,Slab,Vinyl,Vinyl,TorchOn,Partial,8.0,2021.0,168348.11939109495
172,Richmond,BasementSuite,7.0,4.0,2002,2006,794.9073112301206,1940.5677969731128,3.0,2.0,1.0,1.0,5.0,1.0,4.0,,66.65903914649591,5485.247048610935,98.72386108128465,Y,Electric,FuseP,PConc,Vinyl,Vinyl,Asphalt,Partial,8.0,2021.0,62337.15340368057
173,Langley,Duplex,8.0,7.0,1937,2006,1584.6386003505263,2271.44988028154,4.0,1.0,3.0,2.0,5.0,1.0,2.0,394.5606874650323,48.295190798356,10569.60902264603,88.59638481485615,Y,Radiant,SBrkr,CBlock,Vinyl,Vinyl,TorchOn,Partial,1.0,2019.0,163294.87354094075
174,Coquitlam,Townhouse,7.0,2.0,2001,2007,1166.6962725215976,2386.295880116135,2.0,1.0,2.0,2.0,5.0,0.0,2.0,494.4782136786385,45.44365278645238,12363.032148669838,193.96291362480352,Y,Gas,SBrkr,BrkTil,Vinyl,Vinyl,Cedar,Normal,5.0,2022.0,217323.33933039746
175,Surrey,BasementSuite,4.0,6.0,1926,1961,731.3472677871762,1215.4709427759549,0.0,2.0,4.0,1.0,6.0,1.0,2.0,660.9945398323072,78.42903016968374,12394.873745783387,149.12382613561283,Y,HeatPump,FuseA,Slab,Brick,Brick,Asphalt,Abnorml,7.0,2021.0,173651.1264440546
176,NewWest,Townhouse,5.0,4.0,2003,1963,1321.3689483078376,1160.4962671137714,1.0,1.0,4.0,1.0,4.0,0.0,3.0,411.80293189991403,96.85294684791778,12621.48381502167,156.74974636255914,Y,Electric,FuseF,CBlock,Stucco,Stucco,Asphalt,Partial,9.0,2021.0,184630.92790061797
